Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Enabler,All Hail The Void,spotify:track:5SO58DuJ0MIQksiedMGluh,0.244,0.988,9,-6.39,1,0.137,1.33e-05,0.0641,0.54,0.0662,94.983,audio_features,5SO58DuJ0MIQksiedMGluh,spotify:track:5SO58DuJ0MIQksiedMGluh,https://api.spotify.com/v1/tracks/5SO58DuJ0MIQksiedMGluh,https://api.spotify.com/v1/audio-analysis/5SO58DuJ0MIQksiedMGluh,138150,4
Enabler,All Hail The Void,spotify:track:7skJnh5mduoXBnYpL0mHKS,0.253,0.995,2,-5.68,1,0.194,9.62e-06,0.225,0.168,0.161,158.991,audio_features,7skJnh5mduoXBnYpL0mHKS,spotify:track:7skJnh5mduoXBnYpL0mHKS,https://api.spotify.com/v1/tracks/7skJnh5mduoXBnYpL0mHKS,https://api.spotify.com/v1/audio-analysis/7skJnh5mduoXBnYpL0mHKS,136547,4
Enabler,All Hail The Void,spotify:track:4KeZxmgdQoqwmwuexjKEg3,0.147,0.993,2,-5.264,1,0.13,6.79e-06,0.126,0.36,0.326,179.969,audio_features,4KeZxmgdQoqwmwuexjKEg3,spotify:track:4KeZxmgdQoqwmwuexjKEg3,https://api.spotify.com/v1/tracks/4KeZxmgdQoqwmwuexjKEg3,https://api.spotify.com/v1/audio-analysis/4KeZxmgdQoqwmwuexjKEg3,201446,4
Enabler,All Hail The Void,spotify:track:6acVfTT8t66r4mXUzgOr4A,0.257,0.986,2,-5.647,1,0.201,3.34e-05,0.00282,0.0945,0.254,90.01,audio_features,6acVfTT8t66r4mXUzgOr4A,spotify:track:6acVfTT8t66r4mXUzgOr4A,https://api.spotify.com/v1/tracks/6acVfTT8t66r4mXUzgOr4A,https://api.spotify.com/v1/audio-analysis/6acVfTT8t66r4mXUzgOr4A,216455,4
Enabler,All Hail The Void,spotify:track:01zMFev4V1aR9l1K4tPOu0,0.294,0.994,0,-5.45,0,0.191,7.81e-06,0.134,0.33,0.287,194.058,audio_features,01zMFev4V1aR9l1K4tPOu0,spotify:track:01zMFev4V1aR9l1K4tPOu0,https://api.spotify.com/v1/tracks/01zMFev4V1aR9l1K4tPOu0,https://api.spotify.com/v1/audio-analysis/01zMFev4V1aR9l1K4tPOu0,180824,4
Enabler,All Hail The Void,spotify:track:73wix9OS7TAsZzFFB7M92n,0.307,0.997,7,-5.663,1,0.267,2.89e-06,0.0147,0.113,0.259,200.065,audio_features,73wix9OS7TAsZzFFB7M92n,spotify:track:73wix9OS7TAsZzFFB7M92n,https://api.spotify.com/v1/tracks/73wix9OS7TAsZzFFB7M92n,https://api.spotify.com/v1/audio-analysis/73wix9OS7TAsZzFFB7M92n,171463,4
AFI,All Hallows EP,spotify:track:7mXieDbl55P3L8kPE33gcC,0.232,0.978,4,-5.766,0,0.0836,3.5e-05,0.00395,0.321,0.578,163.712,audio_features,7mXieDbl55P3L8kPE33gcC,spotify:track:7mXieDbl55P3L8kPE33gcC,https://api.spotify.com/v1/tracks/7mXieDbl55P3L8kPE33gcC,https://api.spotify.com/v1/audio-analysis/7mXieDbl55P3L8kPE33gcC,185360,4
Mercury Rev,All Is Dream,spotify:track:52udHLws7WJBxJc23iDquP,0.347,0.264,5,-10.327,1,0.0287,0.89,0.00692,0.0906,0.148,135.004,audio_features,52udHLws7WJBxJc23iDquP,spotify:track:52udHLws7WJBxJc23iDquP,https://api.spotify.com/v1/tracks/52udHLws7WJBxJc23iDquP,https://api.spotify.com/v1/audio-analysis/52udHLws7WJBxJc23iDquP,292227,4
All Pigs Must Die,All Pigs Must Die,spotify:track:2dtrcaV1ggCJNXPmSawJp1,0.22,0.99,7,-5.532,1,0.104,6.65e-06,0.792,0.323,0.0802,107.189,audio_features,2dtrcaV1ggCJNXPmSawJp1,spotify:track:2dtrcaV1ggCJNXPmSawJp1,https://api.spotify.com/v1/tracks/2dtrcaV1ggCJNXPmSawJp1,https://api.spotify.com/v1/audio-analysis/2dtrcaV1ggCJNXPmSawJp1,217773,4
Immortal,All Shall Fall,spotify:track:0o6TUVhFzRXHaUdaAAaZyE,0.345,0.939,2,-5.439,1,0.0848,2.02e-05,0.885,0.0943,0.0383,102.535,audio_features,0o6TUVhFzRXHaUdaAAaZyE,spotify:track:0o6TUVhFzRXHaUdaAAaZyE,https://api.spotify.com/v1/tracks/0o6TUVhFzRXHaUdaAAaZyE,https://api.spotify.com/v1/audio-analysis/0o6TUVhFzRXHaUdaAAaZyE,358013,4
The Beach Boys,All Summer Long (Mono & Stereo),spotify:track:3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,9,-7.813,0,0.0537,0.36,0,0.0663,0.514,144.338,audio_features,3v9xlH6BpmRbqL7hgNJhfT,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/tracks/3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/audio-analysis/3v9xlH6BpmRbqL7hgNJhfT,134387,4
Ramones,All the Best,spotify:track:6KS0kFplXvT8Ciun8kPLIQ,0.302,0.968,9,-5.194,1,0.0815,0.00104,0.0204,0.274,0.467,128.247,audio_features,6KS0kFplXvT8Ciun8kPLIQ,spotify:track:6KS0kFplXvT8Ciun8kPLIQ,https://api.spotify.com/v1/tracks/6KS0kFplXvT8Ciun8kPLIQ,https://api.spotify.com/v1/audio-analysis/6KS0kFplXvT8Ciun8kPLIQ,102627,4
Chuck Berry,All Time Greats,spotify:track:7eOLWQzQXP11v1Riy95Py7,0.625,0.817,2,-6.305,1,0.0434,0.545,0,0.157,0.972,151.827,audio_features,7eOLWQzQXP11v1Riy95Py7,spotify:track:7eOLWQzQXP11v1Riy95Py7,https://api.spotify.com/v1/tracks/7eOLWQzQXP11v1Riy95Py7,https://api.spotify.com/v1/audio-analysis/7eOLWQzQXP11v1Riy95Py7,108773,4
Chuck Berry,All Time Greats,spotify:track:0OV7yFoEebfgKLfDPr4G6h,0.681,0.917,7,-4.716,0,0.137,0.771,0,0.312,0.687,151.222,audio_features,0OV7yFoEebfgKLfDPr4G6h,spotify:track:0OV7yFoEebfgKLfDPr4G6h,https://api.spotify.com/v1/tracks/0OV7yFoEebfgKLfDPr4G6h,https://api.spotify.com/v1/audio-analysis/0OV7yFoEebfgKLfDPr4G6h,161000,4
Converge,All We Love We Leave Behind (Deluxe Edition),spotify:track:7uMZPWBbvNUqY3baSjPx4f,0.129,0.965,8,-3.087,1,0.107,1.89e-05,0.221,0.387,0.242,160.965,audio_features,7uMZPWBbvNUqY3baSjPx4f,spotify:track:7uMZPWBbvNUqY3baSjPx4f,https://api.spotify.com/v1/tracks/7uMZPWBbvNUqY3baSjPx4f,https://api.spotify.com/v1/audio-analysis/7uMZPWBbvNUqY3baSjPx4f,143275,3
Converge,All We Love We Leave Behind (Deluxe Edition),spotify:track:38ekh7ER21LsbR3pdhabu8,0.2,0.98,8,-3.942,1,0.109,4.02e-05,0.838,0.062,0.302,147.103,audio_features,38ekh7ER21LsbR3pdhabu8,spotify:track:38ekh7ER21LsbR3pdhabu8,https://api.spotify.com/v1/tracks/38ekh7ER21LsbR3pdhabu8,https://api.spotify.com/v1/audio-analysis/38ekh7ER21LsbR3pdhabu8,247507,4
Morbid Angel,Altars of Madness,spotify:track:5hmek3mrSYvfSElBsPNbxo,0.19,0.934,1,-7.796,1,0.056,8.08e-06,0.107,0.363,0.36,98.424,audio_features,5hmek3mrSYvfSElBsPNbxo,spotify:track:5hmek3mrSYvfSElBsPNbxo,https://api.spotify.com/v1/tracks/5hmek3mrSYvfSElBsPNbxo,https://api.spotify.com/v1/audio-analysis/5hmek3mrSYvfSElBsPNbxo,243520,3
The Dandy Warhols,Alternative,spotify:track:7jA4agDnt1Oc6Fn2hifX0t,0.578,0.936,9,-5.761,1,0.0364,0.00305,0.687,0.47,0.659,131.268,audio_features,7jA4agDnt1Oc6Fn2hifX0t,spotify:track:7jA4agDnt1Oc6Fn2hifX0t,https://api.spotify.com/v1/tracks/7jA4agDnt1Oc6Fn2hifX0t,https://api.spotify.com/v1/audio-analysis/7jA4agDnt1Oc6Fn2hifX0t,208907,4
Arctic Monkeys,AM,spotify:track:3jfr0TF6DQcOLat8gGn7E2,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,3jfr0TF6DQcOLat8gGn7E2,spotify:track:3jfr0TF6DQcOLat8gGn7E2,https://api.spotify.com/v1/tracks/3jfr0TF6DQcOLat8gGn7E2,https://api.spotify.com/v1/audio-analysis/3jfr0TF6DQcOLat8gGn7E2,272394,4
Amen,Amen,spotify:track:5DFZHiqVGD4fVVJGEnSmMX,0.316,0.994,2,-3.255,1,0.344,0.0124,1.64e-05,0.144,0.0398,153.466,audio_features,5DFZHiqVGD4fVVJGEnSmMX,spotify:track:5DFZHiqVGD4fVVJGEnSmMX,https://api.spotify.com/v1/tracks/5DFZHiqVGD4fVVJGEnSmMX,https://api.spotify.com/v1/audio-analysis/5DFZHiqVGD4fVVJGEnSmMX,138893,4
Amen,Amen,spotify:track:0ZYslJLntN8ZzZCLuPVbHW,0.404,0.996,6,-2.84,0,0.13,0.000428,0.0118,0.0645,0.195,110.765,audio_features,0ZYslJLntN8ZzZCLuPVbHW,spotify:track:0ZYslJLntN8ZzZCLuPVbHW,https://api.spotify.com/v1/tracks/0ZYslJLntN8ZzZCLuPVbHW,https://api.spotify.com/v1/audio-analysis/0ZYslJLntN8ZzZCLuPVbHW,224267,4
Amen,Amen,spotify:track:2v1oXiPGd0o2aqj6BLUjfd,0.402,0.995,11,-3.665,0,0.135,8.83e-05,0.00945,0.549,0.294,145.124,audio_features,2v1oXiPGd0o2aqj6BLUjfd,spotify:track:2v1oXiPGd0o2aqj6BLUjfd,https://api.spotify.com/v1/tracks/2v1oXiPGd0o2aqj6BLUjfd,https://api.spotify.com/v1/audio-analysis/2v1oXiPGd0o2aqj6BLUjfd,170933,4
Amen,Amen,spotify:track:4jJa2j1NJelo9ypDuW2bH7,0.386,0.997,11,-4.191,0,0.0897,3.9e-05,0.0139,0.254,0.23,152.332,audio_features,4jJa2j1NJelo9ypDuW2bH7,spotify:track:4jJa2j1NJelo9ypDuW2bH7,https://api.spotify.com/v1/tracks/4jJa2j1NJelo9ypDuW2bH7,https://api.spotify.com/v1/audio-analysis/4jJa2j1NJelo9ypDuW2bH7,148933,4
Johnny Cash,American IV: The Man Comes Around,spotify:track:3Jq9rsqmRtqcVKtzP9dnxZ,0.635,0.584,0,-7.912,1,0.144,0.52,0.0951,0.962,0.753,97.067,audio_features,3Jq9rsqmRtqcVKtzP9dnxZ,spotify:track:3Jq9rsqmRtqcVKtzP9dnxZ,https://api.spotify.com/v1/tracks/3Jq9rsqmRtqcVKtzP9dnxZ,https://api.spotify.com/v1/audio-analysis/3Jq9rsqmRtqcVKtzP9dnxZ,266733,4
American Sharks,American Sharks,spotify:track:1JNlD6ck6Ouz7xGbpy97sm,0.433,0.944,11,-4.785,0,0.0737,5.02e-05,0.71,0.159,0.436,96.499,audio_features,1JNlD6ck6Ouz7xGbpy97sm,spotify:track:1JNlD6ck6Ouz7xGbpy97sm,https://api.spotify.com/v1/tracks/1JNlD6ck6Ouz7xGbpy97sm,https://api.spotify.com/v1/audio-analysis/1JNlD6ck6Ouz7xGbpy97sm,123404,4
Corrosion Of Conformity,America's Volume Dealer (Bonus Tracks Edition),spotify:track:4PXiXGTH9vLge5hyZ5LTrQ,0.529,0.827,5,-7.619,1,0.0369,0.00434,0.000227,0.134,0.678,79.033,audio_features,4PXiXGTH9vLge5hyZ5LTrQ,spotify:track:4PXiXGTH9vLge5hyZ5LTrQ,https://api.spotify.com/v1/tracks/4PXiXGTH9vLge5hyZ5LTrQ,https://api.spotify.com/v1/audio-analysis/4PXiXGTH9vLge5hyZ5LTrQ,296813,4
Chuck Mangione,A&M Gold Series,spotify:track:0cohgZL0E0Un07kOLbii4e,0.608,0.504,6,-12.431,1,0.0432,0.344,0.0171,0.113,0.602,104.801,audio_features,0cohgZL0E0Un07kOLbii4e,spotify:track:0cohgZL0E0Un07kOLbii4e,https://api.spotify.com/v1/tracks/0cohgZL0E0Un07kOLbii4e,https://api.spotify.com/v1/audio-analysis/0cohgZL0E0Un07kOLbii4e,212227,4
Diamond Head,Am I Evil?: The Best Of,spotify:track:4Dbgmi3ex27nUh2aEIBgHf,0.258,0.936,4,-8.975,1,0.183,0.0013,0.00762,0.106,0.488,162.742,audio_features,4Dbgmi3ex27nUh2aEIBgHf,spotify:track:4Dbgmi3ex27nUh2aEIBgHf,https://api.spotify.com/v1/tracks/4Dbgmi3ex27nUh2aEIBgHf,https://api.spotify.com/v1/audio-analysis/4Dbgmi3ex27nUh2aEIBgHf,460947,4
Radiohead,Amnesiac,spotify:track:3A9vIxzGBjEfqmDK7H9exS,0.127,0.335,11,-8.298,0,0.0329,0.786,0.427,0.111,0.0686,77.078,audio_features,3A9vIxzGBjEfqmDK7H9exS,spotify:track:3A9vIxzGBjEfqmDK7H9exS,https://api.spotify.com/v1/tracks/3A9vIxzGBjEfqmDK7H9exS,https://api.spotify.com/v1/audio-analysis/3A9vIxzGBjEfqmDK7H9exS,288733,4
Nile,Amongst the Catacombs of Nephren-Ka,spotify:track:0i9cLDxSLbXbu57XZ7H2Wb,0.273,0.95,11,-7.411,0,0.187,1.95e-06,0.846,0.128,0.0554,111.717,audio_features,0i9cLDxSLbXbu57XZ7H2Wb,spotify:track:0i9cLDxSLbXbu57XZ7H2Wb,https://api.spotify.com/v1/tracks/0i9cLDxSLbXbu57XZ7H2Wb,https://api.spotify.com/v1/audio-analysis/0i9cLDxSLbXbu57XZ7H2Wb,138200,4
Q-Tip,Amplified,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,0.881,0.83,7,-4.563,1,0.172,0.0144,0.00771,0.0626,0.765,98.793,audio_features,7nDtDxsKJ3fho8xEmU65JJ,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/tracks/7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/audio-analysis/7nDtDxsKJ3fho8xEmU65JJ,243867,4
Violator,Amplified,spotify:track:0dlGqCHUANXCvDje5oxxgZ,0.918,0.696,9,-8.336,1,0.0439,0.00476,0.00073,0.0608,0.644,99.005,audio_features,0dlGqCHUANXCvDje5oxxgZ,spotify:track:0dlGqCHUANXCvDje5oxxgZ,https://api.spotify.com/v1/tracks/0dlGqCHUANXCvDje5oxxgZ,https://api.spotify.com/v1/audio-analysis/0dlGqCHUANXCvDje5oxxgZ,191907,4
Q-Tip,Amplified,spotify:track:5pylhGjxwQnfaeyJ95QAhc,0.916,0.686,9,-8.404,1,0.0547,0.00505,0.000359,0.0609,0.628,99.023,audio_features,5pylhGjxwQnfaeyJ95QAhc,spotify:track:5pylhGjxwQnfaeyJ95QAhc,https://api.spotify.com/v1/tracks/5pylhGjxwQnfaeyJ95QAhc,https://api.spotify.com/v1/audio-analysis/5pylhGjxwQnfaeyJ95QAhc,190533,4
Tornado,Amsterdamn Hellsinki,spotify:track:7wdXdRKIJwcGGneSdmBnTP,0.256,0.943,8,-4.828,1,0.153,2.34e-05,0,0.305,0.282,127.092,audio_features,7wdXdRKIJwcGGneSdmBnTP,spotify:track:7wdXdRKIJwcGGneSdmBnTP,https://api.spotify.com/v1/tracks/7wdXdRKIJwcGGneSdmBnTP,https://api.spotify.com/v1/audio-analysis/7wdXdRKIJwcGGneSdmBnTP,195884,4
Cap'n Jazz,Analphabetapolothology,spotify:track:5UGOuPyoMT5XHNA75LJlQE,0.472,0.907,7,-6.386,1,0.0545,0.000691,0.000532,0.102,0.376,107.294,audio_features,5UGOuPyoMT5XHNA75LJlQE,spotify:track:5UGOuPyoMT5XHNA75LJlQE,https://api.spotify.com/v1/tracks/5UGOuPyoMT5XHNA75LJlQE,https://api.spotify.com/v1/audio-analysis/5UGOuPyoMT5XHNA75LJlQE,122880,4
Cap'n Jazz,Analphabetapolothology,spotify:track:3UBYfWOLUqz0cMpIcN9N74,0.437,0.703,6,-6.958,0,0.0376,0.00104,0.000719,0.0856,0.524,93.134,audio_features,3UBYfWOLUqz0cMpIcN9N74,spotify:track:3UBYfWOLUqz0cMpIcN9N74,https://api.spotify.com/v1/tracks/3UBYfWOLUqz0cMpIcN9N74,https://api.spotify.com/v1/audio-analysis/3UBYfWOLUqz0cMpIcN9N74,183173,4
Built To Spill,Ancient Melodies of the Future,spotify:track:27peQQXqMd8GHpFVRsvpoU,0.392,0.852,4,-4.695,1,0.0286,0.000765,0.000121,0.0382,0.698,154.541,audio_features,27peQQXqMd8GHpFVRsvpoU,spotify:track:27peQQXqMd8GHpFVRsvpoU,https://api.spotify.com/v1/tracks/27peQQXqMd8GHpFVRsvpoU,https://api.spotify.com/v1/audio-analysis/27peQQXqMd8GHpFVRsvpoU,239630,4
Nine Inch Nails,And All That Could Have Been/Still,spotify:track:7G7goP3778xJ9AtdmlhSNx,0.449,0.992,7,-4.027,1,0.121,0.000287,0.446,0.639,0.134,135.037,audio_features,7G7goP3778xJ9AtdmlhSNx,spotify:track:7G7goP3778xJ9AtdmlhSNx,https://api.spotify.com/v1/tracks/7G7goP3778xJ9AtdmlhSNx,https://api.spotify.com/v1/audio-analysis/7G7goP3778xJ9AtdmlhSNx,220200,4
Allfather,And All Will Be Desolation,spotify:track:7yV23dVGt3iTmLAnvBbSwx,0.246,0.84,5,-4.92,1,0.0966,0.00302,0.231,0.111,0.0721,129.119,audio_features,7yV23dVGt3iTmLAnvBbSwx,spotify:track:7yV23dVGt3iTmLAnvBbSwx,https://api.spotify.com/v1/tracks/7yV23dVGt3iTmLAnvBbSwx,https://api.spotify.com/v1/audio-analysis/7yV23dVGt3iTmLAnvBbSwx,363862,4
Chapel Of Disease,"...And as We Have Seen the Storm, We Have Embraced the Eye",spotify:track:0JHknkAXBWNMMBu2jOdqdz,0.225,0.934,2,-5.962,0,0.11,0.000141,0.661,0.216,0.448,155.998,audio_features,0JHknkAXBWNMMBu2jOdqdz,spotify:track:0JHknkAXBWNMMBu2jOdqdz,https://api.spotify.com/v1/tracks/0JHknkAXBWNMMBu2jOdqdz,https://api.spotify.com/v1/audio-analysis/0JHknkAXBWNMMBu2jOdqdz,443893,4
Metallica,...And Justice For All,spotify:track:64Ret7Tf2M8pDE4aqbW2tX,0.444,0.703,7,-9.443,1,0.0641,0.00112,0.0761,0.127,0.419,106.228,audio_features,64Ret7Tf2M8pDE4aqbW2tX,spotify:track:64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/tracks/64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/audio-analysis/64Ret7Tf2M8pDE4aqbW2tX,447440,4
Metallica,…And Justice for All (Remastered),spotify:track:1odk70HBNbdk4wU0Ja9JR7,0.437,0.852,4,-7.347,0,0.118,5.41e-05,0.00751,0.131,0.499,129.257,audio_features,1odk70HBNbdk4wU0Ja9JR7,spotify:track:1odk70HBNbdk4wU0Ja9JR7,https://api.spotify.com/v1/tracks/1odk70HBNbdk4wU0Ja9JR7,https://api.spotify.com/v1/audio-analysis/1odk70HBNbdk4wU0Ja9JR7,402144,4
Rancid,...And Out Come The Wolves,spotify:track:5kxxhOkxd7j57e7oL121gI,0.646,0.962,9,-4.862,1,0.0536,0.138,0,0.471,0.961,164.79,audio_features,5kxxhOkxd7j57e7oL121gI,spotify:track:5kxxhOkxd7j57e7oL121gI,https://api.spotify.com/v1/tracks/5kxxhOkxd7j57e7oL121gI,https://api.spotify.com/v1/audio-analysis/5kxxhOkxd7j57e7oL121gI,144333,4
Rancid,...And Out Come The Wolves,spotify:track:6zOlYzDyJifRMxim69LoWj,0.505,0.938,7,-5.381,1,0.0432,0.0201,0.00218,0.177,0.961,161.842,audio_features,6zOlYzDyJifRMxim69LoWj,spotify:track:6zOlYzDyJifRMxim69LoWj,https://api.spotify.com/v1/tracks/6zOlYzDyJifRMxim69LoWj,https://api.spotify.com/v1/audio-analysis/6zOlYzDyJifRMxim69LoWj,157533,4
Faith No More,Angel Dust (Deluxe Edition),spotify:track:7lQy8vI73IL4Wft8I4eA5Z,0.541,0.959,2,-7.654,1,0.0605,0.0012,0.122,0.111,0.228,103.955,audio_features,7lQy8vI73IL4Wft8I4eA5Z,spotify:track:7lQy8vI73IL4Wft8I4eA5Z,https://api.spotify.com/v1/tracks/7lQy8vI73IL4Wft8I4eA5Z,https://api.spotify.com/v1/audio-analysis/7lQy8vI73IL4Wft8I4eA5Z,274107,4
Faith No More,Angel Dust (Deluxe Edition),spotify:track:0Jr5Noest87VEo8ucsoKSl,0.387,0.971,2,-5.192,1,0.19,0.0113,0.0287,0.0663,0.358,121.572,audio_features,0Jr5Noest87VEo8ucsoKSl,spotify:track:0Jr5Noest87VEo8ucsoKSl,https://api.spotify.com/v1/tracks/0Jr5Noest87VEo8ucsoKSl,https://api.spotify.com/v1/audio-analysis/0Jr5Noest87VEo8ucsoKSl,222440,4
My Dying Bride,The Angel & The Dark River,spotify:track:11Q5n9PmpRQbbblwHygugt,0.256,0.831,1,-10.269,0,0.0964,0.00109,0.0354,0.1,0.161,152.127,audio_features,11Q5n9PmpRQbbblwHygugt,spotify:track:11Q5n9PmpRQbbblwHygugt,https://api.spotify.com/v1/tracks/11Q5n9PmpRQbbblwHygugt,https://api.spotify.com/v1/audio-analysis/11Q5n9PmpRQbbblwHygugt,733333,4
Angel Witch,Angel Witch (30th Anniversary Edition),spotify:track:4G3Nnoae2XF1cdbdgATKKq,0.238,0.759,0,-12.476,1,0.0624,0.000407,0.002,0.608,0.732,193.044,audio_features,4G3Nnoae2XF1cdbdgATKKq,spotify:track:4G3Nnoae2XF1cdbdgATKKq,https://api.spotify.com/v1/tracks/4G3Nnoae2XF1cdbdgATKKq,https://api.spotify.com/v1/audio-analysis/4G3Nnoae2XF1cdbdgATKKq,203933,4
The Strokes,Angles,spotify:track:5cI5EG0mUTSE2CmoAedaZA,0.539,0.783,11,-3.355,1,0.0371,0.00415,0.332,0.0668,0.575,99.989,audio_features,5cI5EG0mUTSE2CmoAedaZA,spotify:track:5cI5EG0mUTSE2CmoAedaZA,https://api.spotify.com/v1/tracks/5cI5EG0mUTSE2CmoAedaZA,https://api.spotify.com/v1/audio-analysis/5cI5EG0mUTSE2CmoAedaZA,235487,4
Sparks,Angst In My Pants,spotify:track:1Oovzlhz3SgYVFsDcJHpVn,0.668,0.733,2,-5.445,1,0.0423,0.08,7.31e-05,0.105,0.428,79.044,audio_features,1Oovzlhz3SgYVFsDcJHpVn,spotify:track:1Oovzlhz3SgYVFsDcJHpVn,https://api.spotify.com/v1/tracks/1Oovzlhz3SgYVFsDcJHpVn,https://api.spotify.com/v1/audio-analysis/1Oovzlhz3SgYVFsDcJHpVn,209400,4
Kesha,Animal,spotify:track:0BMgkRvlTsZrit5S1ysx4n,0.758,0.838,2,-2.713,0,0.122,0.0992,0,0.288,0.711,120.029,audio_features,0BMgkRvlTsZrit5S1ysx4n,spotify:track:0BMgkRvlTsZrit5S1ysx4n,https://api.spotify.com/v1/tracks/0BMgkRvlTsZrit5S1ysx4n,https://api.spotify.com/v1/audio-analysis/0BMgkRvlTsZrit5S1ysx4n,199693,4
L'Orchestra Cinematique,Anime and Manga Collection - Soundtrack Highlights from Studio Ghibli and many more Vol. 1,spotify:track:2kbVPp1cbKN809gbBBXwGk,0.476,0.431,11,-9.267,1,0.0343,0.614,0.309,0.209,0.12,119.824,audio_features,2kbVPp1cbKN809gbBBXwGk,spotify:track:2kbVPp1cbKN809gbBBXwGk,https://api.spotify.com/v1/tracks/2kbVPp1cbKN809gbBBXwGk,https://api.spotify.com/v1/audio-analysis/2kbVPp1cbKN809gbBBXwGk,362747,4
Nile,Annihilation of the Wicked,spotify:track:5iV7MYBfzSIPLeP3nzNQYp,0.114,0.959,11,-6.676,0,0.158,1.41e-05,0.883,0.097,0.0688,184.136,audio_features,5iV7MYBfzSIPLeP3nzNQYp,spotify:track:5iV7MYBfzSIPLeP3nzNQYp,https://api.spotify.com/v1/tracks/5iV7MYBfzSIPLeP3nzNQYp,https://api.spotify.com/v1/audio-analysis/5iV7MYBfzSIPLeP3nzNQYp,182947,5
Nile,Annihilation of the Wicked,spotify:track:62hzJcOwMg68h6wBimZALA,0.312,0.903,0,-6.371,1,0.0453,2.21e-06,0.902,0.0698,0.206,187.102,audio_features,62hzJcOwMg68h6wBimZALA,spotify:track:62hzJcOwMg68h6wBimZALA,https://api.spotify.com/v1/tracks/62hzJcOwMg68h6wBimZALA,https://api.spotify.com/v1/audio-analysis/62hzJcOwMg68h6wBimZALA,258093,4
Emperor,Anthems To The Welkin At Dusk,spotify:track:1rUNBnYAYqA1XRPiHAnJ0L,0.141,0.938,0,-4.221,1,0.065,7.68e-05,0.879,0.434,0.0359,139.186,audio_features,1rUNBnYAYqA1XRPiHAnJ0L,spotify:track:1rUNBnYAYqA1XRPiHAnJ0L,https://api.spotify.com/v1/tracks/1rUNBnYAYqA1XRPiHAnJ0L,https://api.spotify.com/v1/audio-analysis/1rUNBnYAYqA1XRPiHAnJ0L,314907,5
Alien Ant Farm,Anthology,spotify:track:0DVxWV6V1nWa7Ml68Frd3D,0.55,0.934,9,-5.076,1,0.0595,0.000113,0.000736,0.18,0.527,112.846,audio_features,0DVxWV6V1nWa7Ml68Frd3D,spotify:track:0DVxWV6V1nWa7Ml68Frd3D,https://api.spotify.com/v1/tracks/0DVxWV6V1nWa7Ml68Frd3D,https://api.spotify.com/v1/audio-analysis/0DVxWV6V1nWa7Ml68Frd3D,195707,4
Alien Ant Farm,Anthology,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4
The Undertones,The Anthology,spotify:track:4wNATViXFXHOKsGgEehnBT,0.415,0.782,2,-6.745,1,0.0461,0.0011,0,0.14,0.564,135.029,audio_features,4wNATViXFXHOKsGgEehnBT,spotify:track:4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/tracks/4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/audio-analysis/4wNATViXFXHOKsGgEehnBT,148480,4
MC5,The Anthology 1965-1971,spotify:track:5mSZLysuAtdNA21mbOm0sx,0.345,0.811,1,-11.948,0,0.0654,0.0606,0.0466,0.357,0.625,142.834,audio_features,5mSZLysuAtdNA21mbOm0sx,spotify:track:5mSZLysuAtdNA21mbOm0sx,https://api.spotify.com/v1/tracks/5mSZLysuAtdNA21mbOm0sx,https://api.spotify.com/v1/audio-analysis/5mSZLysuAtdNA21mbOm0sx,183824,4
Marilyn Manson,Antichrist Superstar,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,audio_features,2aIB1CdRRG7YLBu9hNw9nR,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/tracks/2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/audio-analysis/2aIB1CdRRG7YLBu9hNw9nR,218827,4
