Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Public Enemy,It Takes A Nation Of Millions To Hold Us Back,spotify:track:0VAoDsKh7Or84V8xP7p1Fs,0.884,0.472,11,-13.776,1,0.346,0.0142,0,0.142,0.826,98.425,audio_features,0VAoDsKh7Or84V8xP7p1Fs,spotify:track:0VAoDsKh7Or84V8xP7p1Fs,https://api.spotify.com/v1/tracks/0VAoDsKh7Or84V8xP7p1Fs,https://api.spotify.com/v1/audio-analysis/0VAoDsKh7Or84V8xP7p1Fs,319493,4
Anthrax,Attack Of The Killer B's,spotify:track:1p50Ir1Hm6Sa1urjaLGi7L,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,audio_features,1p50Ir1Hm6Sa1urjaLGi7L,spotify:track:1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/tracks/1p50Ir1Hm6Sa1urjaLGi7L,https://api.spotify.com/v1/audio-analysis/1p50Ir1Hm6Sa1urjaLGi7L,211787,4
Unleash The Archers,Abyss,spotify:track:2H6DMvpLd9tmW7kjjZO3Oy,0.432,0.985,11,-6.359,0,0.165,0.000429,1e-05,0.367,0.0925,135.004,audio_features,2H6DMvpLd9tmW7kjjZO3Oy,spotify:track:2H6DMvpLd9tmW7kjjZO3Oy,https://api.spotify.com/v1/tracks/2H6DMvpLd9tmW7kjjZO3Oy,https://api.spotify.com/v1/audio-analysis/2H6DMvpLd9tmW7kjjZO3Oy,404093,4
The xx,xx,spotify:track:2usrT8QIbIk9y0NEtQwS4j,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,audio_features,2usrT8QIbIk9y0NEtQwS4j,spotify:track:2usrT8QIbIk9y0NEtQwS4j,https://api.spotify.com/v1/tracks/2usrT8QIbIk9y0NEtQwS4j,https://api.spotify.com/v1/audio-analysis/2usrT8QIbIk9y0NEtQwS4j,127920,4
Wormrot,Voices,spotify:track:5dWLigmttFsTFarpfanoZz,0.244,0.992,1,-4.07,1,0.199,1.1e-06,0.0599,0.374,0.0439,97.711,audio_features,5dWLigmttFsTFarpfanoZz,spotify:track:5dWLigmttFsTFarpfanoZz,https://api.spotify.com/v1/tracks/5dWLigmttFsTFarpfanoZz,https://api.spotify.com/v1/audio-analysis/5dWLigmttFsTFarpfanoZz,56400,4
Woe,Hope Attrition,spotify:track:4DMiasge4KtlcFagOuhX1h,0.102,0.962,10,-4.73,1,0.0758,2.5e-06,0.918,0.21,0.0796,158.536,audio_features,4DMiasge4KtlcFagOuhX1h,spotify:track:4DMiasge4KtlcFagOuhX1h,https://api.spotify.com/v1/tracks/4DMiasge4KtlcFagOuhX1h,https://api.spotify.com/v1/audio-analysis/4DMiasge4KtlcFagOuhX1h,516734,4
Wilderun,Veil of Imagination,spotify:track:50UQ1yj3xuTi1wT1OQItZ8,0.171,0.941,1,-5.725,1,0.111,0.00033,0.00183,0.371,0.104,105.99,audio_features,50UQ1yj3xuTi1wT1OQItZ8,spotify:track:50UQ1yj3xuTi1wT1OQItZ8,https://api.spotify.com/v1/tracks/50UQ1yj3xuTi1wT1OQItZ8,https://api.spotify.com/v1/audio-analysis/50UQ1yj3xuTi1wT1OQItZ8,508933,4
Messiah,Extreme Cold Weather,spotify:track:7kuf1xdwElyDIIKMKhTdZO,0.149,0.903,11,-8.546,1,0.0981,0.0319,0.856,0.131,0.145,143.603,audio_features,7kuf1xdwElyDIIKMKhTdZO,spotify:track:7kuf1xdwElyDIIKMKhTdZO,https://api.spotify.com/v1/tracks/7kuf1xdwElyDIIKMKhTdZO,https://api.spotify.com/v1/audio-analysis/7kuf1xdwElyDIIKMKhTdZO,344947,4
The Monkees,"The Birds, The Bees, & The Monkees",spotify:track:0J50Q2cDZtUP3hXIJTddpa,0.409,0.709,9,-9.887,1,0.0466,0.559,3.87e-05,0.34,0.717,165.166,audio_features,0J50Q2cDZtUP3hXIJTddpa,spotify:track:0J50Q2cDZtUP3hXIJTddpa,https://api.spotify.com/v1/tracks/0J50Q2cDZtUP3hXIJTddpa,https://api.spotify.com/v1/audio-analysis/0J50Q2cDZtUP3hXIJTddpa,185213,4
The Modern Lovers,The Modern Lovers (Expanded Version),spotify:track:21wOSmPAIfOcM0Uv2oJi9P,0.592,0.601,9,-6.946,1,0.0341,0.192,0,0.0825,0.959,143.473,audio_features,21wOSmPAIfOcM0Uv2oJi9P,spotify:track:21wOSmPAIfOcM0Uv2oJi9P,https://api.spotify.com/v1/tracks/21wOSmPAIfOcM0Uv2oJi9P,https://api.spotify.com/v1/audio-analysis/21wOSmPAIfOcM0Uv2oJi9P,123853,4
The Monkees,The Monkees (Deluxe Edition),spotify:track:4zM6xmUvW8cuyMdvwnCtH3,0.456,0.692,7,-8.132,1,0.0533,0.18,0,0.771,0.297,83.039,audio_features,4zM6xmUvW8cuyMdvwnCtH3,spotify:track:4zM6xmUvW8cuyMdvwnCtH3,https://api.spotify.com/v1/tracks/4zM6xmUvW8cuyMdvwnCtH3,https://api.spotify.com/v1/audio-analysis/4zM6xmUvW8cuyMdvwnCtH3,139093,4
Moonsorrow,Verisäkeet,spotify:track:40H3xIU5zHl700UM0SvOVF,0.151,0.918,2,-7.628,1,0.0685,4.74e-05,0.888,0.115,0.139,142.777,audio_features,40H3xIU5zHl700UM0SvOVF,spotify:track:40H3xIU5zHl700UM0SvOVF,https://api.spotify.com/v1/tracks/40H3xIU5zHl700UM0SvOVF,https://api.spotify.com/v1/audio-analysis/40H3xIU5zHl700UM0SvOVF,882280,4
Morbid Angel,Gateways to Annihilation,spotify:track:3NLUCyLS1HLrzkbsKg30lJ,0.442,0.949,4,-8.588,0,0.0673,6.89e-05,0.103,0.862,0.0485,90.109,audio_features,3NLUCyLS1HLrzkbsKg30lJ,spotify:track:3NLUCyLS1HLrzkbsKg30lJ,https://api.spotify.com/v1/tracks/3NLUCyLS1HLrzkbsKg30lJ,https://api.spotify.com/v1/audio-analysis/3NLUCyLS1HLrzkbsKg30lJ,436693,4
Mors Principium Est,Seven,spotify:track:28NgvWBHAGSChInirFkDJL,0.402,0.978,2,-2.744,1,0.0803,1.43e-06,0.876,0.312,0.226,145.067,audio_features,28NgvWBHAGSChInirFkDJL,spotify:track:28NgvWBHAGSChInirFkDJL,https://api.spotify.com/v1/tracks/28NgvWBHAGSChInirFkDJL,https://api.spotify.com/v1/audio-analysis/28NgvWBHAGSChInirFkDJL,309920,4
The Motors,Airport - The Motors Greatest Hits,spotify:track:2B89g16NT6wUIEnmFddv59,0.402,0.923,4,-10.034,1,0.0477,0.00347,0.00651,0.29,0.649,149.322,audio_features,2B89g16NT6wUIEnmFddv59,spotify:track:2B89g16NT6wUIEnmFddv59,https://api.spotify.com/v1/tracks/2B89g16NT6wUIEnmFddv59,https://api.spotify.com/v1/audio-analysis/2B89g16NT6wUIEnmFddv59,393560,4
Nechochwen,Heart of Akamon,spotify:track:5L2YxmWVlVZGB9n5Jsqs9r,0.207,0.936,9,-6.394,0,0.132,0.000994,0.00683,0.158,0.0676,162.682,audio_features,5L2YxmWVlVZGB9n5Jsqs9r,spotify:track:5L2YxmWVlVZGB9n5Jsqs9r,https://api.spotify.com/v1/tracks/5L2YxmWVlVZGB9n5Jsqs9r,https://api.spotify.com/v1/audio-analysis/5L2YxmWVlVZGB9n5Jsqs9r,425000,4
Necrot,Blood Offerings,spotify:track:4q5uxbEKHg7EvpXrOYGVBU,0.158,0.971,7,-6.792,1,0.133,0.000556,0.858,0.59,0.0735,91.535,audio_features,4q5uxbEKHg7EvpXrOYGVBU,spotify:track:4q5uxbEKHg7EvpXrOYGVBU,https://api.spotify.com/v1/tracks/4q5uxbEKHg7EvpXrOYGVBU,https://api.spotify.com/v1/audio-analysis/4q5uxbEKHg7EvpXrOYGVBU,355894,4
Salt-N-Pepa,"Hot, Cool & Vicious",spotify:track:6sT9MWlJManry3EQwf4V80,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,audio_features,6sT9MWlJManry3EQwf4V80,spotify:track:6sT9MWlJManry3EQwf4V80,https://api.spotify.com/v1/tracks/6sT9MWlJManry3EQwf4V80,https://api.spotify.com/v1/audio-analysis/6sT9MWlJManry3EQwf4V80,272133,4
Nia Archives,Baianá,spotify:track:7B0gxo0jQCy5Lk93RIODAC,0.531,0.89,2,-6.308,1,0.144,0.00198,0.497,0.0913,0.411,169.963,audio_features,7B0gxo0jQCy5Lk93RIODAC,spotify:track:7B0gxo0jQCy5Lk93RIODAC,https://api.spotify.com/v1/tracks/7B0gxo0jQCy5Lk93RIODAC,https://api.spotify.com/v1/audio-analysis/7B0gxo0jQCy5Lk93RIODAC,152559,4
Nightfall,Cassiopeia,spotify:track:4v0LES6KQsKYMJEc1SaZoR,0.379,0.994,1,-2.353,0,0.0876,1.01e-05,0.449,0.155,0.0567,110.044,audio_features,4v0LES6KQsKYMJEc1SaZoR,spotify:track:4v0LES6KQsKYMJEc1SaZoR,https://api.spotify.com/v1/tracks/4v0LES6KQsKYMJEc1SaZoR,https://api.spotify.com/v1/audio-analysis/4v0LES6KQsKYMJEc1SaZoR,273960,4
Nilüfer Yanya,midnight sun,spotify:track:3IRHPt9MGFCUhunOcqZC7R,0.664,0.863,11,-7.369,0,0.0346,0.0184,9.46e-05,0.257,0.401,143.899,audio_features,3IRHPt9MGFCUhunOcqZC7R,spotify:track:3IRHPt9MGFCUhunOcqZC7R,https://api.spotify.com/v1/tracks/3IRHPt9MGFCUhunOcqZC7R,https://api.spotify.com/v1/audio-analysis/3IRHPt9MGFCUhunOcqZC7R,282373,4
Nocturnus,The Key (Full Dynamic Range Edition),spotify:track:1s9autQDbj0PrW9EZpGFJB,0.233,0.959,11,-12.165,1,0.323,8.51e-05,0.283,0.0589,0.036,97.903,audio_features,1s9autQDbj0PrW9EZpGFJB,spotify:track:1s9autQDbj0PrW9EZpGFJB,https://api.spotify.com/v1/tracks/1s9autQDbj0PrW9EZpGFJB,https://api.spotify.com/v1/audio-analysis/1s9autQDbj0PrW9EZpGFJB,304187,4
Jay Prince,Smile Good,spotify:track:5mSJgLW43dmFEMK50ECr0S,0.629,0.749,1,-5.414,1,0.0674,0.0498,0.0104,0.494,0.69,130.016,audio_features,5mSJgLW43dmFEMK50ECr0S,spotify:track:5mSJgLW43dmFEMK50ECr0S,https://api.spotify.com/v1/tracks/5mSJgLW43dmFEMK50ECr0S,https://api.spotify.com/v1/audio-analysis/5mSJgLW43dmFEMK50ECr0S,206769,4
Wishfield,Wishfield,spotify:track:5Q8YggZcuxNDxOBg7aJaYo,0.16,0.881,4,-10.54,0,0.0698,0.453,0.0464,0.592,0.268,108.371,audio_features,5Q8YggZcuxNDxOBg7aJaYo,spotify:track:5Q8YggZcuxNDxOBg7aJaYo,https://api.spotify.com/v1/tracks/5Q8YggZcuxNDxOBg7aJaYo,https://api.spotify.com/v1/audio-analysis/5Q8YggZcuxNDxOBg7aJaYo,214552,4
Winterfylleth,The Reckoning Dawn,spotify:track:5UYj0TmYPwOlxlSeUptffX,0.342,0.99,4,-6.887,1,0.133,1.5e-06,0.849,0.207,0.0782,154.488,audio_features,5UYj0TmYPwOlxlSeUptffX,spotify:track:5UYj0TmYPwOlxlSeUptffX,https://api.spotify.com/v1/tracks/5UYj0TmYPwOlxlSeUptffX,https://api.spotify.com/v1/audio-analysis/5UYj0TmYPwOlxlSeUptffX,342547,1
Wilderun,Sleep at the Edge of the Earth,spotify:track:6JOw4NIi5qGFLbrlTQoDeH,0.164,0.928,5,-5.687,1,0.111,0.000212,0.929,0.165,0.116,159.11,audio_features,6JOw4NIi5qGFLbrlTQoDeH,spotify:track:6JOw4NIi5qGFLbrlTQoDeH,https://api.spotify.com/v1/tracks/6JOw4NIi5qGFLbrlTQoDeH,https://api.spotify.com/v1/audio-analysis/6JOw4NIi5qGFLbrlTQoDeH,336827,3
Wham!,Make It Big,spotify:track:0ikz6tENMONtK6qGkOrU3c,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,audio_features,0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/tracks/0ikz6tENMONtK6qGkOrU3c,https://api.spotify.com/v1/audio-analysis/0ikz6tENMONtK6qGkOrU3c,231333,4
Ween,The Mollusk,spotify:track:6M14BiCN00nOsba4JaYsHW,0.72,0.912,4,-6.13,1,0.0363,0.551,0.00122,0.0982,0.973,122.782,audio_features,6M14BiCN00nOsba4JaYsHW,spotify:track:6M14BiCN00nOsba4JaYsHW,https://api.spotify.com/v1/tracks/6M14BiCN00nOsba4JaYsHW,https://api.spotify.com/v1/audio-analysis/6M14BiCN00nOsba4JaYsHW,126947,4
Ween,Quebec,spotify:track:0vpN0CT9JT9wQ4cQeCXfjF,0.437,0.976,6,-4.358,1,0.0647,0.000993,0.554,0.0576,0.61,136.361,audio_features,0vpN0CT9JT9wQ4cQeCXfjF,spotify:track:0vpN0CT9JT9wQ4cQeCXfjF,https://api.spotify.com/v1/tracks/0vpN0CT9JT9wQ4cQeCXfjF,https://api.spotify.com/v1/audio-analysis/0vpN0CT9JT9wQ4cQeCXfjF,170293,4
Bill Withers,Still Bill,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,audio_features,4gRA0i5sxx3jAhHaVjPnUN,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,https://api.spotify.com/v1/tracks/4gRA0i5sxx3jAhHaVjPnUN,https://api.spotify.com/v1/audio-analysis/4gRA0i5sxx3jAhHaVjPnUN,228327,4
VUUR,In This Moment We Are Free - Cities,spotify:track:0nTkRIPYBvOKce4GxzNOAF,0.474,0.805,3,-3.97,1,0.0484,0.000253,0.181,0.104,0.27,109.992,audio_features,0nTkRIPYBvOKce4GxzNOAF,spotify:track:0nTkRIPYBvOKce4GxzNOAF,https://api.spotify.com/v1/tracks/0nTkRIPYBvOKce4GxzNOAF,https://api.spotify.com/v1/audio-analysis/0nTkRIPYBvOKce4GxzNOAF,456200,4
Violet Cold,Empire of Love,spotify:track:4Mqd75IYOg8rqEDGg0idFp,0.121,0.933,5,-5.108,1,0.111,2.86e-06,0.943,0.368,0.0339,148.289,audio_features,4Mqd75IYOg8rqEDGg0idFp,spotify:track:4Mqd75IYOg8rqEDGg0idFp,https://api.spotify.com/v1/tracks/4Mqd75IYOg8rqEDGg0idFp,https://api.spotify.com/v1/audio-analysis/4Mqd75IYOg8rqEDGg0idFp,300000,4
Visions of Atlantis,Wanderers,spotify:track:6cSrTpqmLEFxQ4E1TQpY9t,0.486,0.806,4,-7.656,0,0.041,0.00099,4.58e-05,0.226,0.358,142.008,audio_features,6cSrTpqmLEFxQ4E1TQpY9t,spotify:track:6cSrTpqmLEFxQ4E1TQpY9t,https://api.spotify.com/v1/tracks/6cSrTpqmLEFxQ4E1TQpY9t,https://api.spotify.com/v1/audio-analysis/6cSrTpqmLEFxQ4E1TQpY9t,173012,4
Visions of Atlantis,Master the Hurricane,spotify:track:2Gaf3wScOJRll2j2eBB7Uy,0.474,0.873,3,-8.694,0,0.076,0.000576,5.01e-05,0.135,0.266,100.01,audio_features,2Gaf3wScOJRll2j2eBB7Uy,spotify:track:2Gaf3wScOJRll2j2eBB7Uy,https://api.spotify.com/v1/tracks/2Gaf3wScOJRll2j2eBB7Uy,https://api.spotify.com/v1/audio-analysis/2Gaf3wScOJRll2j2eBB7Uy,438400,4
Mary Mary,Go Get It,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,0.779,0.834,7,-2.773,1,0.162,0.0343,0,0.0886,0.8,100.46,audio_features,7JKEA8xYDoFp4q0QBW2PGg,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/tracks/7JKEA8xYDoFp4q0QBW2PGg,https://api.spotify.com/v1/audio-analysis/7JKEA8xYDoFp4q0QBW2PGg,198347,4
The Vibrators,Pure Mania,spotify:track:1SfcQMzcXcRp0mrqMjs6vk,0.417,0.833,4,-11.525,1,0.0806,0.00543,7.68e-06,0.143,0.906,168.802,audio_features,1SfcQMzcXcRp0mrqMjs6vk,spotify:track:1SfcQMzcXcRp0mrqMjs6vk,https://api.spotify.com/v1/tracks/1SfcQMzcXcRp0mrqMjs6vk,https://api.spotify.com/v1/audio-analysis/1SfcQMzcXcRp0mrqMjs6vk,133173,4
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,spotify:track:5by3w3NXvwDpV9FBSOR35u,0.201,0.777,1,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,audio_features,5by3w3NXvwDpV9FBSOR35u,spotify:track:5by3w3NXvwDpV9FBSOR35u,https://api.spotify.com/v1/tracks/5by3w3NXvwDpV9FBSOR35u,https://api.spotify.com/v1/audio-analysis/5by3w3NXvwDpV9FBSOR35u,433573,4
VÉHÉMENCE,Ordalies,spotify:track:4PCKhbVkgoxnv2Xc9TgFJO,0.404,0.968,0,-5.473,0,0.111,0.00105,0.0176,0.423,0.0391,119.958,audio_features,4PCKhbVkgoxnv2Xc9TgFJO,spotify:track:4PCKhbVkgoxnv2Xc9TgFJO,https://api.spotify.com/v1/tracks/4PCKhbVkgoxnv2Xc9TgFJO,https://api.spotify.com/v1/audio-analysis/4PCKhbVkgoxnv2Xc9TgFJO,557419,4
Unreqvited,Beautiful Ghosts,spotify:track:7aeihcAgugrMdA29dN3OA3,0.368,0.677,3,-6.771,1,0.0428,0.0339,0.98,0.16,0.187,124.962,audio_features,7aeihcAgugrMdA29dN3OA3,spotify:track:7aeihcAgugrMdA29dN3OA3,https://api.spotify.com/v1/tracks/7aeihcAgugrMdA29dN3OA3,https://api.spotify.com/v1/audio-analysis/7aeihcAgugrMdA29dN3OA3,451964,3
Deathwhite,White Sleep,spotify:track:61rcko0sr9NYKn7on9wmPN,0.396,0.722,0,-14.007,0,0.0404,0.000352,0.846,0.13,0.276,134.974,audio_features,61rcko0sr9NYKn7on9wmPN,spotify:track:61rcko0sr9NYKn7on9wmPN,https://api.spotify.com/v1/tracks/61rcko0sr9NYKn7on9wmPN,https://api.spotify.com/v1/audio-analysis/61rcko0sr9NYKn7on9wmPN,262153,3
Watain,The Agony & Ecstasy of Watain,spotify:track:0trob3attda0PSrXT5Lfhg,0.144,0.982,9,-5.089,1,0.121,3.6e-05,0.0692,0.389,0.175,170.709,audio_features,0trob3attda0PSrXT5Lfhg,spotify:track:0trob3attda0PSrXT5Lfhg,https://api.spotify.com/v1/tracks/0trob3attda0PSrXT5Lfhg,https://api.spotify.com/v1/audio-analysis/0trob3attda0PSrXT5Lfhg,248373,4
SPY,Service Weapon,spotify:track:1HN03RP4otli2AqSQdsXlF,0.28,0.99,8,-2.044,0,0.118,9.08e-06,0.943,0.267,0.206,134.869,audio_features,1HN03RP4otli2AqSQdsXlF,spotify:track:1HN03RP4otli2AqSQdsXlF,https://api.spotify.com/v1/tracks/1HN03RP4otli2AqSQdsXlF,https://api.spotify.com/v1/audio-analysis/1HN03RP4otli2AqSQdsXlF,96253,4
Be'lakor,Stone's Reach,spotify:track:4G6xwFPaMWZoTLcvi3vluc,0.245,0.943,2,-5.888,0,0.0725,0.000231,0.765,0.137,0.148,111.328,audio_features,4G6xwFPaMWZoTLcvi3vluc,spotify:track:4G6xwFPaMWZoTLcvi3vluc,https://api.spotify.com/v1/tracks/4G6xwFPaMWZoTLcvi3vluc,https://api.spotify.com/v1/audio-analysis/4G6xwFPaMWZoTLcvi3vluc,517840,4
Vein.fm,This World Is Going To Ruin You,spotify:track:5f2Z8abLOW3yfmYc116RR5,0.276,0.965,6,-4.153,1,0.207,4.28e-06,0.0717,0.145,0.437,136.22,audio_features,5f2Z8abLOW3yfmYc116RR5,spotify:track:5f2Z8abLOW3yfmYc116RR5,https://api.spotify.com/v1/tracks/5f2Z8abLOW3yfmYc116RR5,https://api.spotify.com/v1/audio-analysis/5f2Z8abLOW3yfmYc116RR5,152147,4
Unreqvited,Disquiet,spotify:track:1CozvCK8fTsXnI4M30dEUe,0.364,0.919,11,-7.769,0,0.0784,0.00224,0.952,0.109,0.0392,99.993,audio_features,1CozvCK8fTsXnI4M30dEUe,spotify:track:1CozvCK8fTsXnI4M30dEUe,https://api.spotify.com/v1/tracks/1CozvCK8fTsXnI4M30dEUe,https://api.spotify.com/v1/audio-analysis/1CozvCK8fTsXnI4M30dEUe,428400,3
Universally Estranged,Reared up in Spectral Predation,spotify:track:1c1JoyqmiDvqO1wmJdrdnc,0.305,0.954,6,-6.881,0,0.0643,3.35e-06,0.795,0.241,0.0751,142.929,audio_features,1c1JoyqmiDvqO1wmJdrdnc,spotify:track:1c1JoyqmiDvqO1wmJdrdnc,https://api.spotify.com/v1/tracks/1c1JoyqmiDvqO1wmJdrdnc,https://api.spotify.com/v1/audio-analysis/1c1JoyqmiDvqO1wmJdrdnc,191676,4
Unholy Vampyric Slaughter Sect,The World Trapped in Vampyric Sway (Darker and Darker),spotify:track:0pOA8kQxxpwnOgFelnb0Bk,0.0797,0.833,7,-6.299,1,0.111,0.000145,0.585,0.146,0.0393,177.663,audio_features,0pOA8kQxxpwnOgFelnb0Bk,spotify:track:0pOA8kQxxpwnOgFelnb0Bk,https://api.spotify.com/v1/tracks/0pOA8kQxxpwnOgFelnb0Bk,https://api.spotify.com/v1/audio-analysis/0pOA8kQxxpwnOgFelnb0Bk,294666,3
Underworld,Dubnobasswithmyheadman (20th Anniversary Remaster),spotify:track:5nDndZX9lrYjAS4d1aWFxM,0.649,0.9,7,-10.781,1,0.0369,0.0105,0.926,0.0911,0.22,126.983,audio_features,5nDndZX9lrYjAS4d1aWFxM,spotify:track:5nDndZX9lrYjAS4d1aWFxM,https://api.spotify.com/v1/tracks/5nDndZX9lrYjAS4d1aWFxM,https://api.spotify.com/v1/audio-analysis/5nDndZX9lrYjAS4d1aWFxM,509304,4
Undergang,Misantropologi,spotify:track:35lgcjprv8qpvggT6hi9ql,0.256,0.972,9,-6.123,1,0.0945,1.04e-05,0.334,0.81,0.263,129.403,audio_features,35lgcjprv8qpvggT6hi9ql,spotify:track:35lgcjprv8qpvggT6hi9ql,https://api.spotify.com/v1/tracks/35lgcjprv8qpvggT6hi9ql,https://api.spotify.com/v1/audio-analysis/35lgcjprv8qpvggT6hi9ql,190507,4
Ugly Kid Joe,America's Least Wanted,spotify:track:3YgkTpILtOWngT7PVHg8kO,0.522,0.79,1,-7.943,1,0.0627,0.00936,0,0.0881,0.743,122.585,audio_features,3YgkTpILtOWngT7PVHg8kO,spotify:track:3YgkTpILtOWngT7PVHg8kO,https://api.spotify.com/v1/tracks/3YgkTpILtOWngT7PVHg8kO,https://api.spotify.com/v1/audio-analysis/3YgkTpILtOWngT7PVHg8kO,260200,4
Type O Negative,World Coming Down,spotify:track:708b4yGsLuBrHlrm1zZQBJ,0.249,0.817,11,-7.975,1,0.0707,0.00927,0.0715,0.158,0.226,166.263,audio_features,708b4yGsLuBrHlrm1zZQBJ,spotify:track:708b4yGsLuBrHlrm1zZQBJ,https://api.spotify.com/v1/tracks/708b4yGsLuBrHlrm1zZQBJ,https://api.spotify.com/v1/audio-analysis/708b4yGsLuBrHlrm1zZQBJ,463768,4
Turnstile,Time & Space,spotify:track:0OK2cjonTMoF8PLRup3MAM,0.278,0.991,6,-4.431,1,0.116,0.000773,0.295,0.421,0.264,167.506,audio_features,0OK2cjonTMoF8PLRup3MAM,spotify:track:0OK2cjonTMoF8PLRup3MAM,https://api.spotify.com/v1/tracks/0OK2cjonTMoF8PLRup3MAM,https://api.spotify.com/v1/audio-analysis/0OK2cjonTMoF8PLRup3MAM,89840,4
T. Rex,Electric Warrior,spotify:track:5gOnivVq0hLxPvIPC00ZhF,0.363,0.803,0,-8.089,1,0.06,0.0117,0.00601,0.189,0.718,156.047,audio_features,5gOnivVq0hLxPvIPC00ZhF,spotify:track:5gOnivVq0hLxPvIPC00ZhF,https://api.spotify.com/v1/tracks/5gOnivVq0hLxPvIPC00ZhF,https://api.spotify.com/v1/audio-analysis/5gOnivVq0hLxPvIPC00ZhF,266533,4
Trapped Under Ice,Big Kiss Goodnight,spotify:track:0d6bWpzAy5ySGjjtlWsED8,0.317,0.931,2,-4.619,1,0.095,0.000607,3.3e-05,0.052,0.253,106.77,audio_features,0d6bWpzAy5ySGjjtlWsED8,spotify:track:0d6bWpzAy5ySGjjtlWsED8,https://api.spotify.com/v1/tracks/0d6bWpzAy5ySGjjtlWsED8,https://api.spotify.com/v1/audio-analysis/0d6bWpzAy5ySGjjtlWsED8,162115,4
Thou,Magus,spotify:track:3kZpqyRABeNaENONJCPnNL,0.205,0.652,6,-8.034,0,0.0534,8.9e-06,0.547,0.155,0.239,132.572,audio_features,3kZpqyRABeNaENONJCPnNL,spotify:track:3kZpqyRABeNaENONJCPnNL,https://api.spotify.com/v1/tracks/3kZpqyRABeNaENONJCPnNL,https://api.spotify.com/v1/audio-analysis/3kZpqyRABeNaENONJCPnNL,389360,4
Terror,Always the Hard Way,spotify:track:3ZQTm3sUohmXP3cU44WGa6,0.338,0.985,4,-3.41,0,0.118,0.000106,0,0.115,0.385,96.898,audio_features,3ZQTm3sUohmXP3cU44WGa6,spotify:track:3ZQTm3sUohmXP3cU44WGa6,https://api.spotify.com/v1/tracks/3ZQTm3sUohmXP3cU44WGa6,https://api.spotify.com/v1/audio-analysis/3ZQTm3sUohmXP3cU44WGa6,153720,4
Terror,Pain into Power,spotify:track:7iDxtlSYrdKsCVmTrErFK2,0.321,0.983,10,-3.35,1,0.274,0.000137,2.12e-05,0.0832,0.473,129.51,audio_features,7iDxtlSYrdKsCVmTrErFK2,spotify:track:7iDxtlSYrdKsCVmTrErFK2,https://api.spotify.com/v1/tracks/7iDxtlSYrdKsCVmTrErFK2,https://api.spotify.com/v1/audio-analysis/7iDxtlSYrdKsCVmTrErFK2,53191,3
Tempel,The Moon Lit Our Path,spotify:track:5ri3LxZc0BgknQp7BIK2Ua,0.188,0.96,1,-8.084,1,0.0986,1.88e-06,0.725,0.101,0.145,111.051,audio_features,5ri3LxZc0BgknQp7BIK2Ua,spotify:track:5ri3LxZc0BgknQp7BIK2Ua,https://api.spotify.com/v1/tracks/5ri3LxZc0BgknQp7BIK2Ua,https://api.spotify.com/v1/audio-analysis/5ri3LxZc0BgknQp7BIK2Ua,501773,3
Summoning,Stronghold,spotify:track:615Q1VvHcgtKu0XKPLrUSQ,0.295,0.842,3,-5.418,0,0.0592,0.0187,0.882,0.0683,0.269,84.271,audio_features,615Q1VvHcgtKu0XKPLrUSQ,spotify:track:615Q1VvHcgtKu0XKPLrUSQ,https://api.spotify.com/v1/tracks/615Q1VvHcgtKu0XKPLrUSQ,https://api.spotify.com/v1/audio-analysis/615Q1VvHcgtKu0XKPLrUSQ,443467,4
Summoning,Old Mornings Dawn,spotify:track:4c1i6rbWKi26ysk7uIamfm,0.319,0.836,2,-5.168,0,0.0489,0.0306,0.695,0.119,0.263,159.929,audio_features,4c1i6rbWKi26ysk7uIamfm,spotify:track:4c1i6rbWKi26ysk7uIamfm,https://api.spotify.com/v1/tracks/4c1i6rbWKi26ysk7uIamfm,https://api.spotify.com/v1/audio-analysis/4c1i6rbWKi26ysk7uIamfm,570000,4
